ID,类型,类型枚举,子类型,装备部位,名称(简中),名称(繁中),名称(英文),名称(日文),名称(韩文),描述(简中),描述(繁中),描述(英文),简短描述(简中),买价,卖价,积分价,堆叠上限,职业限制,物品标记,技能ID,图标,排序分类,掉落率,Group,NameId,ItemTipId,属性:Str,属性:Dex,属性:Mind,属性:Con,属性:MaxHp,属性:MaxMp,属性:Defense,属性:Stamina,属性:Speed,属性:Move,属性:PhysicalAttack,属性:MagicAttack,属性:FireRes,属性:WaterRes,属性:AirRes,属性:EarthRes,属性:MindRes,属性:IgnoreResist,属性:PhysicalHitRatio,属性:MagicHitRatio,属性:AttackRange,属性:StaminaRatio,属性:MpCostRatio,属性:DodgeRatio,属性:AttackBackRatio,属性:CriticalRatio,属性:StealRatio,属性:ExpRatio,属性:GoldRatio,属性:PhysicalDR,属性:FireDR,属性:WaterDR,属性:AirDR,属性:EarthDR,属性:MindDR,属性:PhysicalRatio,属性:DefenseRatio,属性:AtkDamageRatio,属性:DefDamageRatio,属性:MaxHPRatio,属性:MaxMPRatio
226,道具,Item,Item,Head,魔之源,魔之源,Magic Source,マジックの源,마법의 근원,魔击力+1~5#效果随机，有时候+1有时候+5全看心情。,魔擊力+1~5#效果隨機，有時候+1有時候+5全看心情。,"MATK+1~5#Random effect—sometimes +1, sometimes +5, depending on its mood.",魔击力+1~5#效果随机，有时候+1有时候+5全看心情。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3017,"item_5,item_icon_214",4,0,0,591,12225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,道具,Item,Item,Head,速之源,速之源,Speed Source,速さの源,속도의 근원,敏捷度+1~5#效果随机，有时候+1有时候+5全看心情。,敏捷度+1~5#效果隨機，有時候+1有時候+5全看心情。,"SPEED+1~5#Random effect—sometimes +1, sometimes +5, depending on its mood.",敏捷度+1~5#效果随机，有时候+1有时候+5全看心情。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3018,"item_5,item_icon_215",4,0,0,592,12226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,道具,Item,Item,Head,土之源,土之源,Earth Source,土の源,대지의 근원,抗土+1#大自然的恩赐，提升元素抗性。,抗土+1#大自然的恩賜，提升元素抗性。,Earth RES+1#A gift of nature that increases elemental resistance.,抗土+1#大自然的恩赐，提升元素抗性。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3019,"item_5,item_icon_216",4,0,0,593,12227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,道具,Item,Item,Head,火之源,火之源,Fire Source,火の源,불의 근원,抗火+1#大自然的恩赐，提升元素抗性。,抗火+1#大自然的恩賜，提升元素抗性。,Fire RES+1#A gift of nature that increases elemental resistance.,抗火+1#大自然的恩赐，提升元素抗性。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3020,"item_5,item_icon_217",4,0,0,594,12228,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,道具,Item,Item,Head,水之源,水之源,Water Source,水の源,물의 근원,抗水+1#大自然的恩赐，提升元素抗性。,抗水+1#大自然的恩賜，提升元素抗性。,Water RES+1#A gift of nature that increases elemental resistance.,抗水+1#大自然的恩赐，提升元素抗性。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3021,"item_5,item_icon_218",4,0,0,595,12229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,道具,Item,Item,Head,风之源,風之源,Wind Source,風の源,바람의 근원,抗风+1#大自然的恩赐，提升元素抗性。,抗風+1#大自然的恩賜，提升元素抗性。,Wind RES+1#A gift of nature that increases elemental resistance.,抗风+1#大自然的恩赐，提升元素抗性。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3022,"item_5,item_icon_219",4,0,0,596,12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,道具,Item,Item,Head,灵之源,靈之源,Mind Source,精神の源,영혼의 근원,抗心灵+1#大自然的恩赐，提升元素抗性。,抗心靈+1#大自然的恩賜，提升元素抗性。,Mind RES+1#A gift of nature that increases elemental resistance.,抗心灵+1#大自然的恩赐，提升元素抗性。,3000,1500,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,BuffItem,3023,"item_5,item_icon_220",4,0,0,597,12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,道具,Item,Item,Head,会心之素,會心之素,Keen Essence,会心の素,회심의 정수,战斗时攻击力随机提升5~10，持续3回合#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,戰鬥時攻擊力隨機提升5~10，持續3回合#喝下後瞬間變強，但持續時間就像熱戀期一樣短暫。,"Randomly grants ATK+5~10 for 3 turns#An instant boost, but it fades as quickly as a honeymoon phase.",战斗时攻击力随机提升5~10，持续3回合#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,200,100,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,UseInBattle,3013,"item_5,item_icon_221",5,0,0,598,12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,道具,Item,Item,Head,铁壁之素,鐵壁之素,Bulwark Essence,鉄壁の素,철벽의 정수,战斗时防御力随机提升5~10，持续3回合。#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,戰鬥時防禦力隨機提升5~10，持續3回合。#喝下後瞬間變強，但持續時間就像熱戀期一樣短暫。,"Randomly grants DEF+5~10 for 3 turns#An instant boost, but it fades as quickly as a honeymoon phase.",战斗时防御力随机提升5~10，持续3回合。#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,200,100,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,UseInBattle,3014,"item_5,item_icon_222",5,0,0,599,12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,道具,Item,Item,Head,魔精之素,魔精之素,Arcane Essence,魔精の素,마정의 정수,战斗时魔击力随机提升5~10，持续3回合。#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,戰鬥時魔擊力隨機提升5~10，持續3回合。#喝下後瞬間變強，但持續時間就像熱戀期一樣短暫。,"Randomly grants MATK+5~10 for 3 turns#An instant boost, but it fades as quickly as a honeymoon phase.",战斗时魔击力随机提升5~10，持续3回合。#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,1,0,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,UseInBattle,,,0,0,0,600,12234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,道具,Item,Item,Head,疾影之素,疾影之素,Swift Essence,疾影の素,속도의 정수,战斗时敏捷随机提升5~10，持续3回合。#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,戰鬥時敏捷隨機提升5~10，持續3回合。#喝下後瞬間變強，但持續時間就像熱戀期一樣短暫。,"Randomly grants SPEED+5~10 for 3 turns#An instant boost, but it fades as quickly as a honeymoon phase.",战斗时敏捷随机提升5~10，持续3回合。#喝下后瞬间变强，但持续时间就像热恋期一样短暂。,1,0,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,UseInBattle,,,0,0,0,601,12235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,道具,Item,ImportantProps,Head,通行证,通行證,Pass,通行証,통행증,官方盖章认证的通关宝物，小心别弄丢，补办要等三个工作天。,官方蓋章認證的通關寶物，小心別弄丟，補辦要等三個工作天。,An officially stamped pass required for entry. don't lose it—getting a replacement takes three business days.,官方盖章认证的通关宝物，小心别弄丢，补办要等三个工作天。,1,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_223",0,0,0,1412,12236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
