ID,类型,类型枚举,子类型,装备部位,名称(简中),名称(繁中),名称(英文),名称(日文),名称(韩文),描述(简中),描述(繁中),描述(英文),简短描述(简中),买价,卖价,积分价,堆叠上限,职业限制,物品标记,技能ID,图标,排序分类,掉落率,Group,NameId,ItemTipId,属性:Str,属性:Dex,属性:Mind,属性:Con,属性:MaxHp,属性:MaxMp,属性:Defense,属性:Stamina,属性:Speed,属性:Move,属性:PhysicalAttack,属性:MagicAttack,属性:FireRes,属性:WaterRes,属性:AirRes,属性:EarthRes,属性:MindRes,属性:IgnoreResist,属性:PhysicalHitRatio,属性:MagicHitRatio,属性:AttackRange,属性:StaminaRatio,属性:MpCostRatio,属性:DodgeRatio,属性:AttackBackRatio,属性:CriticalRatio,属性:StealRatio,属性:ExpRatio,属性:GoldRatio,属性:PhysicalDR,属性:FireDR,属性:WaterDR,属性:AirDR,属性:EarthDR,属性:MindDR,属性:PhysicalRatio,属性:DefenseRatio,属性:AtkDamageRatio,属性:DefDamageRatio,属性:MaxHPRatio,属性:MaxMPRatio
12,装备,Equip,Sword,Weapon,极光之剑,極光之劍,Aurora Blade,極光の剣,오로라의 검,攻击力+37／命中:94%#敏捷+20#连续攻击#职业限制:剑士、魔剑士,攻擊力+37／命中:94%#敏捷+20#連續攻擊#職業限制:劍士、魔劍士,"ATK+37／HIT:94%#Speed+20#Consecutive Attack#Class:Swordsman, Spellblade",攻击力+37／命中:94%#敏捷+20#连续攻击#职业限制:剑士、魔剑士,12000,6000,0,999,SwordMan|SwordMaster|SwordKing|MagicSwordMan|DarkSwordMan|DarkBladePrincess,NotUse,1011|10111,"item_1,item_icon_012",0,0,0,411,12011,0,0,0,0,0,0,0,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,装备,Equip,Sword,Weapon,魔剑  天逝,魔劍  天逝,Spellblade Heavensfall,魔剣「天逝」,마검 천서,攻击力+150／魔击力+15%／命中:98%#攻击范围+1#职业限制:剑士、魔剑士,攻擊力+150／魔擊力+15%／命中:98%#攻擊範圍+1#職業限制:劍士、魔劍士,"ATK+150／MAG ATK+15%／HIT:98%#Attack Range+1#Class:Swordsman, Spellblade",攻击力+150／魔击力+15%／命中:98%#攻击范围+1#职业限制:剑士、魔剑士,30000,15000,0,999,SwordMan|SwordMaster|SwordKing|MagicSwordMan|DarkSwordMan|DarkBladePrincess,NotUse,1012,"item_1,item_icon_013",0,0,0,412,12012,0,0,0,0,0,0,0,0,0,0,150,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,装备,Equip,Sword,Weapon,龙牙,龍牙,Dragontooth,龍の牙,용의 이빨,攻击力+182／魔击力+8%／命中:90%#防+10／敏捷+5#职业限制:剑士,攻擊力+182／魔擊力+8%／命中:90%#防+10／敏捷+5#職業限制:劍士,ATK+182／MAG ATK+8%／HIT:90%#DEF+10／Speed+5#Class:Swordsman,攻击力+182／魔击力+8%／命中:90%#防+10／敏捷+5#职业限制:剑士,36000,18000,0,999,SwordMan|SwordMaster|SwordKing,NotUse,1013,"item_1,item_icon_014",0,0,0,413,12013,0,0,0,0,0,0,10,0,5,0,182,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,装备,Equip,Sword,Weapon,暗黑剑  忌魂,暗黑劍  忌魂,Darksword Bane,暗黒剣「忌魂」,암흑검 기혼,攻击力+200／魔击力+20%／命中:98%#防-10#攻击范围+1#职业限制:魔剑士,攻擊力+200／魔擊力+20%／命中:98%#防-10#攻擊範圍+1#職業限制:魔劍士,ATK+200／MAG ATK+20%／HIT:98%#DEF-10#Attack Range+1#Class:Spellblade,攻击力+200／魔击力+20%／命中:98%#防-10#攻击范围+1#职业限制:魔剑士,48000,24000,0,999,MagicSwordMan|DarkSwordMan|DarkBladePrincess,NotUse,1014,"item_1,item_icon_015",0,0,0,414,12014,0,0,0,0,0,0,-10,0,0,0,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,装备,Equip,Sword,Weapon,圣剑  希鲁达,聖劍  希魯達,Hallowblade Hilda,聖剣「ヒルダ」,성검 힐다,攻击力+220／命中:94%#防+20／反击率+10%#职业限制:剑士,攻擊力+220／命中:94%#防+20／反擊率+10%#職業限制:劍士,ATK+220／HIT:94%#DEF+20／Counter Rate+10%#Class:Swordsman,攻击力+220／命中:94%#防+20／反击率+10%#职业限制:剑士,56000,28000,0,999,SwordMan|SwordMaster|SwordKing,NotUse,1015,"item_1,item_icon_016",0,0,0,415,12015,0,0,0,0,0,0,20,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,装备,Equip,Sword,Weapon,辉煌之器,輝煌之器,Radiant Relic,輝煌の器,찬란한 그릇,攻击力+300／魔击力+30%／命中:98%#防+30／敏捷+30#攻击范围+2#职业限制:剑士,攻擊力+300／魔擊力+30%／命中:98%#防+30／敏捷+30#攻擊範圍+2#職業限制:劍士,ATK+300／MAG ATK+30%／HIT:98%#DEF+30／Speed+30#Attack Range+2#Class:Swordsman,攻击力+300／魔击力+30%／命中:98%#防+30／敏捷+30#攻击范围+2#职业限制:剑士,100000,50000,0,999,SwordMan|SwordMaster|SwordKing,NotUse,1016,"item_1,item_icon_017",0,0,0,416,12016,0,0,0,0,0,0,30,0,30,0,300,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,装备,Equip,Axe,Weapon,钢斧,鋼斧,Steel Axe,鋼の斧,강철 도끼,攻击力+16／命中:90%#职业限制:斗士,攻擊力+16／命中:90%#職業限制:鬥士,ATK+16／HIT:90%#Class:Fighter,攻击力+16／命中:90%#职业限制:斗士,240,120,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1017,"item_1,item_icon_018",0,0,0,417,12017,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,装备,Equip,Axe,Weapon,战斧,戰斧,Battle Axe,戦斧,전투 도끼,攻击力+28／命中:94%#职业限制:斗士,攻擊力+28／命中:94%#職業限制:鬥士,ATK+28／HIT:94%#Class:Fighter,攻击力+28／命中:94%#职业限制:斗士,800,400,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1018,"item_1,item_icon_019",0,0,0,418,12018,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,装备,Equip,Axe,Weapon,水晶之斧,水晶之斧,Crystal Axe,水晶の斧,수정 도끼,攻击力+38／命中:99%#职业限制:斗士,攻擊力+38／命中:99%#職業限制:鬥士,ATK+38／HIT:99%#Class:Fighter,攻击力+38／命中:99%#职业限制:斗士,1600,800,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1019,"item_1,item_icon_020",0,0,0,419,12019,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,装备,Equip,Axe,Weapon,狂战士之斧,狂戰士之斧,Berserker Axe,狂戦士の斧,광전사 도끼,攻击力+50／命中:96%#防-6#职业限制:斗士,攻擊力+50／命中:96%#防-6#職業限制:鬥士,ATK+50／HIT:96%#DEF-6#Class:Fighter,攻击力+50／命中:96%#防-6#职业限制:斗士,3000,1500,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1020,"item_1,item_icon_021",0,0,0,420,12020,0,0,0,0,0,0,-6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,装备,Equip,Axe,Weapon,削岩之斧,削岩之斧,Stonecleaver,岩砕きの斧,쇄암 도끼,攻击力+63／命中:94%#敏捷-8#职业限制:斗士,攻擊力+63／命中:94%#敏捷-8#職業限制:鬥士,ATK+63／HIT:94%#Speed-8#Class:Fighter,攻击力+63／命中:94%#敏捷-8#职业限制:斗士,4200,2100,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1021,"item_1,item_icon_022",0,0,0,421,12021,0,0,0,0,0,0,0,0,-8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,装备,Equip,Axe,Weapon,地鸣,地鳴,Earthshaker,地鳴り,명지,攻击力+82／命中:98%#防+5#地属伤害:5~10#职业限制:斗士,攻擊力+82／命中:98%#防+5#地屬傷害:5~10#職業限制:鬥士,ATK+82／HIT:98%#DEF+5#Earth DMG:5~10#Class:Fighter,攻击力+82／命中:98%#防+5#地属伤害:5~10#职业限制:斗士,8000,4000,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1022,"item_1,item_icon_023",0,0,0,422,12022,0,0,0,0,0,0,5,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,装备,Equip,Axe,Weapon,魔人之斧,魔人之斧,Demon Axe,魔人の斧,마인 도끼,攻击力+104／魔击力-10%／命中:96%#防-12#职业限制:斗士,攻擊力+104／魔擊力-10%／命中:96%#防-12#職業限制:鬥士,ATK+104／MAG ATK-10%／HIT:96%#DEF-12#Class:Fighter,攻击力+104／魔击力-10%／命中:96%#防-12#职业限制:斗士,10000,5000,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1023,"item_1,item_icon_024",0,0,0,423,12023,0,0,0,0,0,0,-12,0,0,0,104,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,装备,Equip,Axe,Weapon,圣炎灵斧,聖炎靈斧,Sacred Flame Axe,聖炎霊斧,성염 도끼,攻击力+120／命中:98%#火焰伤害5~10#职业限制:斗士,攻擊力+120／命中:98%#火焰傷害5~10#職業限制:鬥士,ATK+120／HIT:98%#Fire DMG:5~10#Class:Fighter,攻击力+120／命中:98%#火焰伤害5~10#职业限制:斗士,18000,9000,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1024,"item_1,item_icon_025",0,0,0,424,12024,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,装备,Equip,Axe,Weapon,镇魂之斧,鎮魂之斧,Requiem Axe,鎮魂の斧,진혼의 도끼,攻击力+147／命中:92%#命中后限制行动#职业限制:斗士,攻擊力+147／命中:92%#命中後限制行動#職業限制:鬥士,ATK+147／HIT:92%#Restricts Action on Hit#Class:Fighter,攻击力+147／命中:92%#命中后限制行动#职业限制:斗士,26000,13000,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1025,"item_1,item_icon_026",0,0,0,425,12025,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,装备,Equip,Axe,Weapon,鬼斧  丧神,鬼斧  喪神,Oni Axe Godslayer,鬼斧 喪神,귀부 상신,攻击力+170／命中:94%#心灵伤害:5~10#防-8#职业限制:斗士,攻擊力+170／命中:94%#心靈傷害:5~10#防-8#職業限制:鬥士,ATK+170／HIT:94%#Mind DMG:5~10#DEF-8#Class:Fighter,攻击力+170／命中:94%#心灵伤害:5~10#防-8#职业限制:斗士,40000,20000,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1026,"item_1,item_icon_027",0,0,0,426,12026,0,0,0,0,0,0,-8,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,装备,Equip,Axe,Weapon,霸邪天煌,霸邪天煌,Abyssbreaker,覇邪天煌,마사천황,攻击力+210／命中:99%#防+15#免疫麻痹#职业限制:斗士,攻擊力+210／命中:99%#防+15#免疫麻痺#職業限制:鬥士,ATK+210／HIT:99%#DEF+15#Immune to Paralysis#Class:Fighter,攻击力+210／命中:99%#防+15#免疫麻痹#职业限制:斗士,90000,45000,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1027|10271,"item_1,item_icon_028",0,0,0,427,12027,0,0,0,0,0,0,15,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+38／命中:99%／攻击范围:3#职业限制:变种怪物,攻擊力+38／命中:99%／攻擊範圍:3#職業限制:變種怪物,ATK+38／HIT:99%／Attack Range:3#Class:Mutant Beast,攻击力+38／命中:99%／攻击范围:3#职业限制:变种怪物,0,0,0,999,MutantMonster|MutantMonster,NotUse|NotUnequip,1028,"item_5,item_icon_233",0,0,0,306,12028,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+16／命中:90%,攻擊力+16／命中:90%,ATK+16／HIT:90%,攻击力+16／命中:90%,0,0,0,999,BeastWarrior,NotUse,1029,"item_5,item_icon_228",0,0,0,306,12029,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+120／火属伤害10~40／命中:80%／攻击范围+1,攻擊力+120／火屬傷害10~40／命中:80%／攻擊範圍+1,ATK+120／Fire DMG:10~40／HIT:80%／Attack Range+1,攻击力+120／火属伤害10~40／命中:80%／攻击范围+1,0,0,0,999,BeastWarrior|CrazyWarrior|BeastSoulOverlord,NotUse,1030,"item_5,item_icon_229",0,0,0,306,12030,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+24／命中:92%／命中后给予中毒,攻擊力+24／命中:92%／命中後給予中毒,ATK+24／HIT:92%／Inflicts Poison on Hit,攻击力+24／命中:92%／命中后给予中毒,0,0,0,999,BeastWarrior,NotUse,1031,"item_5,item_icon_229",0,0,0,306,12031,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+100／命中:86%／攻击范围+1,攻擊力+100／命中:86%／攻擊範圍+1,ATK+100／HIT:86%／Attack Range+1,攻击力+100／命中:86%／攻击范围+1,0,0,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MutantMonster|EvilMonster|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|MutantMonster|EvilMonster|DarkBladePrincess,NotUse,1032,"item_5,item_icon_232",0,0,0,306,12032,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+20／命中:90%／命中后给予中毒,攻擊力+20／命中:90%／命中後給予中毒,ATK+20／HIT:90%／Inflicts Poison on Hit,攻击力+20／命中:90%／命中后给予中毒,0,0,0,999,BeastWarrior,NotUse,1033,"item_5,item_icon_229",0,0,0,306,12033,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+12／命中:90%,攻擊力+12／命中:90%,ATK+12／HIT:90%,攻击力+12／命中:90%,0,0,0,999,BeastWarrior,NotUse,1034,"item_5,item_icon_230",0,0,0,306,12034,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+18／命中:90%#职业限制:翼战士,攻擊力+18／命中:90%#職業限制:翼戰士,ATK+18／HIT:90%#Class:Winged Warrior,攻击力+18／命中:90%#职业限制:翼战士,0,0,0,999,BeastWarrior,NotUse,1035,"item_5,item_icon_229",0,0,0,306,12035,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,装备,Equip,Axe,Weapon,???,???,???,？？？,???,攻击力+90／命中:90%#职业限制:翼战士,攻擊力+90／命中:90%#職業限制:翼戰士,ATK+90／HIT:90%#Class:Winged Warrior,攻击力+90／命中:90%#职业限制:翼战士,0,0,0,999,BeastWarrior,NotUse,1036,"item_5,item_icon_228",0,0,0,306,12036,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,装备,Equip,Spear,Weapon,长枪,長槍,Long Spear,長槍,장창,攻击力+18／命中:90%#职业限制:翼战士,攻擊力+18／命中:90%#職業限制:翼戰士,ATK+18／HIT:90%#Class:Winged Warrior,攻击力+18／命中:90%#职业限制:翼战士,200,100,0,999,WingWarrior|WindWarrior|HolyWingAvatar,NotUse,1037,"item_1,item_icon_031",0,0,0,428,12037,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,装备,Equip,Spear,Weapon,银之矛,銀之矛,Silver Spear,銀の槍,은 창,攻击力+25／命中:92%#职业限制:翼战士,攻擊力+25／命中:92%#職業限制:翼戰士,ATK+25／HIT:92%#Class:Winged Warrior,攻击力+25／命中:92%#职业限制:翼战士,400,200,0,999,WingWarrior|WindWarrior|HolyWingAvatar,NotUse,1038,"item_1,item_icon_032",0,0,0,429,12038,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
